ID;Data;Mês;Trimestre;Ano;Plano;Duração;Renovação Automática;Valor (R$);Desconto (%);Valor Final (R$);País;Região;Gênero;Faixa Etária
195;13/03/2024;Março;T1;2024;Xbox Game Pass Ultimate;Trimestral;Sim;149,9;0;149,9;Argentina;América do Sul;Masculino;25-34
196;27/08/2024;Agosto;T3;2024;Xbox Game Pass Core;Mensal;Sim;29,9;5;28,4;Argentina;América do Sul;Feminino;35-44
197;16/10/2023;Outubro;T4;2023;Xbox Game Pass Core;Trimestral;Não;79,9;10;71,91;Argentina;América do Sul;Feminino;25-34
198;21/09/2023;Setembro;T3;2023;Xbox Game Pass Ultimate;Anual;Sim;499,9;20;399,92;México;América do Norte;Masculino;55+
199;01/04/2023;Abril;T2;2023;Xbox Game Pass PC;Mensal;Sim;39,9;0;39,9;Brasil;América do Sul;Feminino;45-54
200;05/12/2023;Dezembro;T4;2023;Xbox Game Pass PC;Trimestral;Não;109,9;5;104,41;Argentina;América do Sul;Masculino;18-24
201;12/09/2024;Setembro;T3;2024;Xbox Game Pass Ultimate;Anual;Sim;499,9;20;399,92;México;América do Norte;Feminino;18-24
202;18/05/2023;Maio;T2;2023;Xbox Game Pass Core;Anual;Não;269,9;20;215,92;Brasil;América do Sul;Masculino;35-44
203;12/08/2024;Agosto;T3;2024;Xbox Game Pass PC;Anual;Não;359,9;0;359,9;Brasil;América do Sul;Feminino;25-34
204;25/06/2024;Junho;T2;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;15;46,66;Brasil;América do Sul;Feminino;35-44
205;07/04/2024;Abril;T2;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;Brasil;América do Sul;Feminino;25-34
206;22/01/2023;Janeiro;T1;2023;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;Brasil;América do Sul;Feminino;18-24
207;18/01/2023;Janeiro;T1;2023;Xbox Game Pass Ultimate;Mensal;Sim;54,9;5;52,15;Argentina;América do Sul;Masculino;55+
208;21/05/2024;Maio;T2;2024;Xbox Game Pass Core;Anual;Sim;269,9;0;269,9;Argentina;América do Sul;Feminino;45-54
209;27/07/2023;Julho;T3;2023;Xbox Game Pass Core;Anual;Não;269,9;5;256,4;Chile;América do Sul;Masculino;35-44
210;01/01/2024;Janeiro;T1;2024;Xbox Game Pass Core;Trimestral;Não;79,9;0;79,9;Brasil;América do Sul;Não Informado;25-34
211;28/03/2024;Março;T1;2024;Xbox Game Pass PC;Mensal;Não;39,9;0;39,9;Brasil;América do Sul;Masculino;25-34
212;24/01/2023;Janeiro;T1;2023;Xbox Game Pass PC;Mensal;Sim;39,9;0;39,9;Brasil;América do Sul;Feminino;45-54
213;11/09/2024;Setembro;T3;2024;Xbox Game Pass Core;Trimestral;Sim;79,9;0;79,9;Argentina;América do Sul;Feminino;18-24
214;15/04/2024;Abril;T2;2024;Xbox Game Pass Ultimate;Anual;Sim;499,9;15;424,91;Argentina;América do Sul;Masculino;25-34
215;22/01/2023;Janeiro;T1;2023;Xbox Game Pass Core;Mensal;Sim;29,9;10;26,91;Colômbia;América do Sul;Feminino;35-44
216;10/11/2023;Novembro;T4;2023;Xbox Game Pass PC;Mensal;Não;39,9;5;37,9;Brasil;América do Sul;Feminino;35-44
217;18/12/2024;Dezembro;T4;2024;Xbox Game Pass Ultimate;Anual;Não;499,9;20;399,92;Brasil;América do Sul;Masculino;35-44
218;15/09/2023;Setembro;T3;2023;Xbox Game Pass PC;Mensal;Não;39,9;0;39,9;Brasil;América do Sul;Masculino;25-34
219;11/03/2023;Março;T1;2023;Xbox Game Pass Ultimate;Mensal;Sim;54,9;15;46,66;Argentina;América do Sul;Masculino;25-34
220;05/08/2023;Agosto;T3;2023;Xbox Game Pass PC;Mensal;Sim;39,9;5;37,9;México;América do Norte;Masculino;18-24
221;24/01/2024;Janeiro;T1;2024;Xbox Game Pass Core;Mensal;Sim;29,9;15;25,41;Brasil;América do Sul;Não Informado;45-54
222;02/08/2023;Agosto;T3;2023;Xbox Game Pass Core;Mensal;Sim;29,9;15;25,41;Peru;América do Sul;Feminino;25-34
223;28/08/2024;Agosto;T3;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;15;46,66;Colômbia;América do Sul;Masculino;45-54
224;18/03/2023;Março;T1;2023;Xbox Game Pass PC;Mensal;Não;39,9;20;31,92;Brasil;América do Sul;Masculino;25-34
225;13/09/2024;Setembro;T3;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;Brasil;América do Sul;Feminino;35-44
226;14/11/2023;Novembro;T4;2023;Xbox Game Pass Ultimate;Anual;Não;499,9;0;499,9;Brasil;América do Sul;Masculino;18-24
227;24/04/2023;Abril;T2;2023;Xbox Game Pass Core;Mensal;Sim;29,9;20;23,92;Colômbia;América do Sul;Masculino;25-34
228;27/04/2024;Abril;T2;2024;Xbox Game Pass Ultimate;Trimestral;Sim;149,9;20;119,92;México;América do Norte;Masculino;25-34
229;17/11/2023;Novembro;T4;2023;Xbox Game Pass Core;Mensal;Sim;29,9;10;26,91;Colômbia;América do Sul;Feminino;35-44
230;16/09/2024;Setembro;T3;2024;Xbox Game Pass Core;Mensal;Sim;29,9;5;28,4;Chile;América do Sul;Masculino;25-34
231;13/05/2023;Maio;T2;2023;Xbox Game Pass Core;Trimestral;Sim;79,9;0;79,9;Brasil;América do Sul;Feminino;35-44
232;14/09/2023;Setembro;T3;2023;Xbox Game Pass Ultimate;Trimestral;Sim;149,9;0;149,9;Brasil;América do Sul;Masculino;18-24
233;03/06/2024;Junho;T2;2024;Xbox Game Pass PC;Anual;Sim;359,9;5;341,9;México;América do Norte;Feminino;45-54
234;24/10/2023;Outubro;T4;2023;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;Brasil;América do Sul;Feminino;18-24
235;04/12/2023;Dezembro;T4;2023;Xbox Game Pass Ultimate;Anual;Não;499,9;15;424,91;México;América do Norte;Masculino;45-54
236;13/05/2024;Maio;T2;2024;Xbox Game Pass PC;Trimestral;Sim;109,9;0;109,9;Argentina;América do Sul;Masculino;18-24
237;07/06/2024;Junho;T2;2024;Xbox Game Pass PC;Mensal;Sim;39,9;0;39,9;México;América do Norte;Masculino;25-34
238;05/05/2024;Maio;T2;2024;Xbox Game Pass Core;Mensal;Sim;29,9;0;29,9;Argentina;América do Sul;Feminino;35-44
239;24/08/2024;Agosto;T3;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;20;43,92;Brasil;América do Sul;Masculino;25-34
240;21/09/2023;Setembro;T3;2023;Xbox Game Pass Ultimate;Trimestral;Não;149,9;0;149,9;Colômbia;América do Sul;Feminino;35-44
241;27/03/2024;Março;T1;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;Argentina;América do Sul;Masculino;35-44
242;16/11/2024;Novembro;T4;2024;Xbox Game Pass Core;Trimestral;Sim;79,9;0;79,9;Argentina;América do Sul;Masculino;55+
243;27/09/2023;Setembro;T3;2023;Xbox Game Pass Ultimate;Mensal;Não;54,9;0;54,9;Brasil;América do Sul;Masculino;18-24
244;17/10/2023;Outubro;T4;2023;Xbox Game Pass Core;Mensal;Não;29,9;0;29,9;Brasil;América do Sul;Masculino;25-34
245;22/05/2023;Maio;T2;2023;Xbox Game Pass Ultimate;Mensal;Não;54,9;15;46,66;Chile;América do Sul;Masculino;25-34
246;21/01/2024;Janeiro;T1;2024;Xbox Game Pass Core;Mensal;Sim;29,9;5;28,4;México;América do Norte;Masculino;55+
247;02/09/2023;Setembro;T3;2023;Xbox Game Pass Core;Anual;Sim;269,9;10;242,91;Argentina;América do Sul;Masculino;18-24
248;19/09/2024;Setembro;T3;2024;Xbox Game Pass Ultimate;Mensal;Não;54,9;0;54,9;Peru;América do Sul;Feminino;35-44
249;10/02/2024;Fevereiro;T1;2024;Xbox Game Pass Core;Mensal;Não;29,9;5;28,4;México;América do Norte;Masculino;25-34
250;24/12/2023;Dezembro;T4;2023;Xbox Game Pass Core;Trimestral;Sim;79,9;0;79,9;Brasil;América do Sul;Feminino;25-34
251;01/06/2024;Junho;T2;2024;Xbox Game Pass Ultimate;Anual;Sim;499,9;0;499,9;Brasil;América do Sul;Feminino;25-34
252;25/02/2024;Fevereiro;T1;2024;Xbox Game Pass Ultimate;Anual;Não;499,9;0;499,9;Brasil;América do Sul;Masculino;35-44
253;13/12/2023;Dezembro;T4;2023;Xbox Game Pass PC;Mensal;Sim;39,9;0;39,9;Brasil;América do Sul;Feminino;18-24
254;14/03/2023;Março;T1;2023;Xbox Game Pass PC;Trimestral;Sim;109,9;0;109,9;Brasil;América do Sul;Feminino;25-34
255;01/07/2024;Julho;T3;2024;Xbox Game Pass Core;Mensal;Sim;29,9;10;26,91;Colômbia;América do Sul;Não Informado;25-34
256;13/11/2023;Novembro;T4;2023;Xbox Game Pass Core;Mensal;Sim;29,9;0;29,9;Brasil;América do Sul;Masculino;25-34
257;12/02/2024;Fevereiro;T1;2024;Xbox Game Pass Core;Mensal;Sim;29,9;10;26,91;México;América do Norte;Masculino;18-24
258;11/07/2023;Julho;T3;2023;Xbox Game Pass Ultimate;Mensal;Não;54,9;5;52,15;Brasil;América do Sul;Feminino;45-54
259;11/05/2023;Maio;T2;2023;Xbox Game Pass Ultimate;Trimestral;Sim;149,9;0;149,9;Peru;América do Sul;Não Informado;25-34
260;26/10/2024;Outubro;T4;2024;Xbox Game Pass Core;Mensal;Não;29,9;5;28,4;Brasil;América do Sul;Feminino;18-24
261;25/11/2023;Novembro;T4;2023;Xbox Game Pass PC;Anual;Sim;359,9;15;305,91;Brasil;América do Sul;Feminino;45-54
262;22/07/2023;Julho;T3;2023;Xbox Game Pass PC;Trimestral;Sim;109,9;15;93,42;Brasil;América do Sul;Masculino;25-34
263;16/10/2024;Outubro;T4;2024;Xbox Game Pass PC;Trimestral;Não;109,9;20;87,92;México;América do Norte;Masculino;35-44
264;26/12/2024;Dezembro;T4;2024;Xbox Game Pass PC;Trimestral;Sim;109,9;20;87,92;Brasil;América do Sul;Feminino;18-24
265;21/10/2023;Outubro;T4;2023;Xbox Game Pass Ultimate;Mensal;Não;54,9;20;43,92;Brasil;América do Sul;Masculino;25-34
266;12/08/2023;Agosto;T3;2023;Xbox Game Pass PC;Anual;Sim;359,9;10;323,91;Brasil;América do Sul;Não Informado;25-34
267;03/07/2024;Julho;T3;2024;Xbox Game Pass Core;Anual;Sim;269,9;0;269,9;Brasil;América do Sul;Feminino;25-34
268;04/08/2024;Agosto;T3;2024;Xbox Game Pass PC;Trimestral;Sim;109,9;0;109,9;Brasil;América do Sul;Feminino;18-24
269;04/11/2024;Novembro;T4;2024;Xbox Game Pass Ultimate;Mensal;Não;54,9;0;54,9;Argentina;América do Sul;Feminino;25-34
270;08/08/2024;Agosto;T3;2024;Xbox Game Pass Ultimate;Trimestral;Sim;149,9;15;127,42;Brasil;América do Sul;Masculino;35-44
271;19/08/2023;Agosto;T3;2023;Xbox Game Pass PC;Mensal;Sim;39,9;0;39,9;Chile;América do Sul;Feminino;18-24
272;06/09/2023;Setembro;T3;2023;Xbox Game Pass PC;Mensal;Sim;39,9;15;33,91;Colômbia;América do Sul;Masculino;35-44
273;13/10/2024;Outubro;T4;2024;Xbox Game Pass PC;Mensal;Não;39,9;10;35,91;Brasil;América do Sul;Feminino;35-44
274;05/11/2023;Novembro;T4;2023;Xbox Game Pass PC;Mensal;Sim;39,9;0;39,9;México;América do Norte;Masculino;25-34
275;13/10/2023;Outubro;T4;2023;Xbox Game Pass PC;Mensal;Sim;39,9;15;33,91;Colômbia;América do Sul;Masculino;18-24
276;06/03/2024;Março;T1;2024;Xbox Game Pass PC;Mensal;Sim;39,9;0;39,9;Peru;América do Sul;Masculino;18-24
277;17/09/2024;Setembro;T3;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;15;46,66;Chile;América do Sul;Masculino;18-24
278;10/04/2023;Abril;T2;2023;Xbox Game Pass Core;Mensal;Sim;29,9;20;23,92;Argentina;América do Sul;Feminino;35-44
279;04/10/2023;Outubro;T4;2023;Xbox Game Pass Core;Trimestral;Não;79,9;10;71,91;Chile;América do Sul;Masculino;35-44
280;04/07/2023;Julho;T3;2023;Xbox Game Pass Ultimate;Trimestral;Sim;149,9;20;119,92;Peru;América do Sul;Masculino;25-34
281;28/08/2023;Agosto;T3;2023;Xbox Game Pass Ultimate;Anual;Sim;499,9;20;399,92;México;América do Norte;Feminino;45-54
282;20/03/2024;Março;T1;2024;Xbox Game Pass Core;Mensal;Sim;29,9;0;29,9;Argentina;América do Sul;Masculino;25-34
283;23/06/2023;Junho;T2;2023;Xbox Game Pass Core;Trimestral;Não;79,9;10;71,91;Peru;América do Sul;Feminino;18-24
284;09/01/2024;Janeiro;T1;2024;Xbox Game Pass Ultimate;Mensal;Não;54,9;0;54,9;Brasil;América do Sul;Masculino;18-24
285;05/08/2024;Agosto;T3;2024;Xbox Game Pass PC;Mensal;Sim;39,9;5;37,9;Brasil;América do Sul;Feminino;35-44
286;24/09/2024;Setembro;T3;2024;Xbox Game Pass Core;Anual;Sim;269,9;5;256,4;Brasil;América do Sul;Masculino;35-44
287;15/12/2023;Dezembro;T4;2023;Xbox Game Pass Ultimate;Trimestral;Não;149,9;20;119,92;Argentina;América do Sul;Masculino;25-34
288;09/08/2023;Agosto;T3;2023;Xbox Game Pass PC;Mensal;Sim;39,9;0;39,9;Argentina;América do Sul;Masculino;25-34
289;04/01/2023;Janeiro;T1;2023;Xbox Game Pass Ultimate;Anual;Sim;499,9;20;399,92;Brasil;América do Sul;Masculino;55+
290;23/04/2024;Abril;T2;2024;Xbox Game Pass Ultimate;Anual;Sim;499,9;20;399,92;Colômbia;América do Sul;Masculino;35-44
291;12/02/2024;Fevereiro;T1;2024;Xbox Game Pass Ultimate;Trimestral;Sim;149,9;15;127,42;Brasil;América do Sul;Feminino;18-24
292;04/12/2023;Dezembro;T4;2023;Xbox Game Pass Core;Mensal;Sim;29,9;0;29,9;Argentina;América do Sul;Masculino;18-24
293;28/02/2024;Fevereiro;T1;2024;Xbox Game Pass PC;Mensal;Sim;39,9;5;37,9;Brasil;América do Sul;Feminino;18-24
294;05/05/2024;Maio;T2;2024;Xbox Game Pass PC;Anual;Não;359,9;15;305,91;Peru;América do Sul;Masculino;25-34
295;21/10/2023;Outubro;T4;2023;Xbox Game Pass Core;Mensal;Sim;29,9;15;25,41;Brasil;América do Sul;Masculino;35-44
296;04/02/2023;Fevereiro;T1;2023;Xbox Game Pass Core;Mensal;Não;29,9;0;29,9;Peru;América do Sul;Masculino;18-24
297;03/11/2024;Novembro;T4;2024;Xbox Game Pass Core;Trimestral;Não;79,9;0;79,9;Chile;América do Sul;Feminino;45-54
298;17/04/2024;Abril;T2;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;15;46,66;Brasil;América do Sul;Feminino;55+
299;04/07/2024;Julho;T3;2024;Xbox Game Pass Core;Trimestral;Sim;79,9;0;79,9;Peru;América do Sul;Feminino;18-24
300;18/06/2024;Junho;T2;2024;Xbox Game Pass Ultimate;Anual;Não;499,9;20;399,92;Brasil;América do Sul;Feminino;18-24
301;02/01/2023;Janeiro;T1;2023;Xbox Game Pass Ultimate;Mensal;Sim;54,9;15;46,66;Argentina;América do Sul;Masculino;35-44
302;18/11/2023;Novembro;T4;2023;Xbox Game Pass PC;Mensal;Sim;39,9;0;39,9;Argentina;América do Sul;Masculino;35-44
303;19/07/2024;Julho;T3;2024;Xbox Game Pass Ultimate;Anual;Sim;499,9;0;499,9;Brasil;América do Sul;Masculino;55+
304;08/01/2023;Janeiro;T1;2023;Xbox Game Pass Core;Mensal;Sim;29,9;10;26,91;Brasil;América do Sul;Feminino;35-44
305;01/02/2023;Fevereiro;T1;2023;Xbox Game Pass Ultimate;Trimestral;Sim;149,9;0;149,9;Argentina;América do Sul;Feminino;35-44
306;05/06/2023;Junho;T2;2023;Xbox Game Pass Ultimate;Anual;Não;499,9;0;499,9;Chile;América do Sul;Masculino;35-44
307;03/09/2024;Setembro;T3;2024;Xbox Game Pass Core;Anual;Sim;269,9;5;256,4;Argentina;América do Sul;Masculino;25-34
308;06/06/2023;Junho;T2;2023;Xbox Game Pass Core;Mensal;Sim;29,9;15;25,41;Brasil;América do Sul;Feminino;18-24
309;02/04/2023;Abril;T2;2023;Xbox Game Pass PC;Mensal;Sim;39,9;20;31,92;Brasil;América do Sul;Feminino;35-44
310;11/04/2024;Abril;T2;2024;Xbox Game Pass Core;Anual;Sim;269,9;20;215,92;Brasil;América do Sul;Masculino;25-34
311;08/03/2023;Março;T1;2023;Xbox Game Pass Ultimate;Anual;Não;499,9;0;499,9;Colômbia;América do Sul;Feminino;35-44
312;03/06/2024;Junho;T2;2024;Xbox Game Pass PC;Mensal;Sim;39,9;10;35,91;Chile;América do Sul;Feminino;18-24
313;16/10/2024;Outubro;T4;2024;Xbox Game Pass Ultimate;Anual;Não;499,9;10;449,91;Chile;América do Sul;Masculino;18-24
314;08/01/2024;Janeiro;T1;2024;Xbox Game Pass PC;Trimestral;Sim;109,9;0;109,9;Peru;América do Sul;Masculino;35-44
315;07/02/2024;Fevereiro;T1;2024;Xbox Game Pass PC;Mensal;Sim;39,9;0;39,9;Peru;América do Sul;Masculino;25-34
316;28/04/2023;Abril;T2;2023;Xbox Game Pass PC;Trimestral;Sim;109,9;15;93,42;Brasil;América do Sul;Masculino;18-24
317;19/02/2024;Fevereiro;T1;2024;Xbox Game Pass PC;Mensal;Não;39,9;0;39,9;Brasil;América do Sul;Feminino;45-54
318;27/12/2024;Dezembro;T4;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;Colômbia;América do Sul;Masculino;35-44
319;04/03/2023;Março;T1;2023;Xbox Game Pass Core;Mensal;Sim;29,9;10;26,91;Brasil;América do Sul;Feminino;25-34
320;28/05/2024;Maio;T2;2024;Xbox Game Pass Core;Mensal;Sim;29,9;20;23,92;México;América do Norte;Feminino;18-24
321;03/03/2024;Março;T1;2024;Xbox Game Pass Ultimate;Anual;Sim;499,9;0;499,9;México;América do Norte;Masculino;55+
322;28/07/2023;Julho;T3;2023;Xbox Game Pass PC;Trimestral;Sim;109,9;5;104,41;Brasil;América do Sul;Feminino;18-24
323;05/04/2023;Abril;T2;2023;Xbox Game Pass Core;Mensal;Sim;29,9;15;25,41;Brasil;América do Sul;Feminino;45-54
324;03/01/2023;Janeiro;T1;2023;Xbox Game Pass Core;Trimestral;Não;79,9;0;79,9;Colômbia;América do Sul;Feminino;25-34
325;02/08/2023;Agosto;T3;2023;Xbox Game Pass Core;Trimestral;Não;79,9;5;75,91;Argentina;América do Sul;Masculino;25-34
326;06/04/2024;Abril;T2;2024;Xbox Game Pass Core;Mensal;Sim;29,9;10;26,91;México;América do Norte;Masculino;25-34
327;16/09/2024;Setembro;T3;2024;Xbox Game Pass Core;Mensal;Sim;29,9;0;29,9;México;América do Norte;Feminino;18-24
328;26/07/2023;Julho;T3;2023;Xbox Game Pass Ultimate;Mensal;Não;54,9;0;54,9;Colômbia;América do Sul;Masculino;25-34
329;11/01/2023;Janeiro;T1;2023;Xbox Game Pass PC;Mensal;Não;39,9;0;39,9;Brasil;América do Sul;Não Informado;25-34
330;04/03/2023;Março;T1;2023;Xbox Game Pass Core;Mensal;Sim;29,9;20;23,92;Colômbia;América do Sul;Masculino;55+
331;28/10/2023;Outubro;T4;2023;Xbox Game Pass Ultimate;Mensal;Não;54,9;20;43,92;Brasil;América do Sul;Masculino;25-34
332;01/10/2024;Outubro;T4;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;Argentina;América do Sul;Masculino;55+
333;10/09/2024;Setembro;T3;2024;Xbox Game Pass Core;Mensal;Sim;29,9;10;26,91;Brasil;América do Sul;Masculino;18-24
334;11/03/2023;Março;T1;2023;Xbox Game Pass Ultimate;Anual;Não;499,9;0;499,9;Brasil;América do Sul;Masculino;35-44
335;28/02/2023;Fevereiro;T1;2023;Xbox Game Pass PC;Mensal;Sim;39,9;15;33,91;Colômbia;América do Sul;Masculino;18-24
336;05/06/2024;Junho;T2;2024;Xbox Game Pass Ultimate;Trimestral;Sim;149,9;15;127,42;Peru;América do Sul;Feminino;18-24
337;22/04/2024;Abril;T2;2024;Xbox Game Pass PC;Mensal;Sim;39,9;15;33,91;Brasil;América do Sul;Masculino;18-24
338;02/10/2024;Outubro;T4;2024;Xbox Game Pass Core;Mensal;Não;29,9;10;26,91;Brasil;América do Sul;Feminino;45-54
339;24/06/2023;Junho;T2;2023;Xbox Game Pass Core;Mensal;Sim;29,9;15;25,41;Colômbia;América do Sul;Masculino;35-44
340;01/08/2024;Agosto;T3;2024;Xbox Game Pass Core;Mensal;Sim;29,9;0;29,9;Chile;América do Sul;Feminino;18-24
341;14/12/2024;Dezembro;T4;2024;Xbox Game Pass Ultimate;Anual;Sim;499,9;5;474,9;Brasil;América do Sul;Masculino;45-54
342;15/03/2023;Março;T1;2023;Xbox Game Pass Core;Anual;Sim;269,9;0;269,9;Brasil;América do Sul;Masculino;25-34
343;24/03/2024;Março;T1;2024;Xbox Game Pass Core;Anual;Não;269,9;0;269,9;Argentina;América do Sul;Feminino;25-34
344;21/07/2023;Julho;T3;2023;Xbox Game Pass Core;Anual;Sim;269,9;0;269,9;Brasil;América do Sul;Não Informado;25-34
345;10/11/2024;Novembro;T4;2024;Xbox Game Pass Core;Mensal;Sim;29,9;10;26,91;Chile;América do Sul;Masculino;25-34
346;10/02/2024;Fevereiro;T1;2024;Xbox Game Pass Ultimate;Trimestral;Sim;149,9;0;149,9;Brasil;América do Sul;Masculino;25-34
347;28/08/2023;Agosto;T3;2023;Xbox Game Pass Core;Anual;Sim;269,9;15;229,41;Brasil;América do Sul;Feminino;25-34
348;12/07/2024;Julho;T3;2024;Xbox Game Pass Core;Mensal;Sim;29,9;0;29,9;Brasil;América do Sul;Masculino;18-24
349;22/02/2023;Fevereiro;T1;2023;Xbox Game Pass PC;Trimestral;Não;109,9;10;98,91;Brasil;América do Sul;Masculino;25-34
350;22/09/2024;Setembro;T3;2024;Xbox Game Pass Ultimate;Mensal;Não;54,9;5;52,15;Brasil;América do Sul;Masculino;45-54
351;19/09/2023;Setembro;T3;2023;Xbox Game Pass Ultimate;Anual;Sim;499,9;10;449,91;Brasil;América do Sul;Feminino;25-34
352;26/04/2023;Abril;T2;2023;Xbox Game Pass Core;Mensal;Sim;29,9;15;25,41;Brasil;América do Sul;Não Informado;35-44
353;24/06/2024;Junho;T2;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;5;52,15;Argentina;América do Sul;Feminino;25-34
354;20/12/2023;Dezembro;T4;2023;Xbox Game Pass PC;Anual;Sim;359,9;0;359,9;Brasil;América do Sul;Feminino;35-44
355;19/02/2023;Fevereiro;T1;2023;Xbox Game Pass Ultimate;Anual;Não;499,9;0;499,9;Colômbia;América do Sul;Masculino;35-44
356;06/01/2024;Janeiro;T1;2024;Xbox Game Pass Core;Mensal;Sim;29,9;15;25,41;Brasil;América do Sul;Masculino;45-54
357;24/01/2023;Janeiro;T1;2023;Xbox Game Pass PC;Mensal;Sim;39,9;0;39,9;Chile;América do Sul;Masculino;25-34
358;22/12/2024;Dezembro;T4;2024;Xbox Game Pass Core;Anual;Sim;269,9;15;229,41;Brasil;América do Sul;Feminino;25-34
359;21/10/2024;Outubro;T4;2024;Xbox Game Pass Core;Mensal;Não;29,9;5;28,4;México;América do Norte;Feminino;45-54
360;26/09/2023;Setembro;T3;2023;Xbox Game Pass Core;Mensal;Sim;29,9;0;29,9;Chile;América do Sul;Masculino;25-34
361;27/04/2023;Abril;T2;2023;Xbox Game Pass Core;Mensal;Sim;29,9;0;29,9;Colômbia;América do Sul;Feminino;25-34
362;13/09/2024;Setembro;T3;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;Argentina;América do Sul;Masculino;55+
363;18/10/2024;Outubro;T4;2024;Xbox Game Pass PC;Mensal;Não;39,9;15;33,91;Chile;América do Sul;Masculino;18-24
364;28/03/2023;Março;T1;2023;Xbox Game Pass PC;Anual;Não;359,9;15;305,91;Brasil;América do Sul;Masculino;35-44
365;01/11/2023;Novembro;T4;2023;Xbox Game Pass PC;Mensal;Sim;39,9;20;31,92;Brasil;América do Sul;Masculino;35-44
366;23/12/2024;Dezembro;T4;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;Argentina;América do Sul;Masculino;25-34
367;04/10/2024;Outubro;T4;2024;Xbox Game Pass Core;Anual;Não;269,9;20;215,92;Brasil;América do Sul;Feminino;35-44
368;04/11/2024;Novembro;T4;2024;Xbox Game Pass PC;Mensal;Sim;39,9;0;39,9;Colômbia;América do Sul;Masculino;35-44
369;05/04/2024;Abril;T2;2024;Xbox Game Pass PC;Mensal;Sim;39,9;20;31,92;Chile;América do Sul;Feminino;35-44
370;01/12/2023;Dezembro;T4;2023;Xbox Game Pass Ultimate;Anual;Sim;499,9;5;474,9;Brasil;América do Sul;Feminino;25-34
371;24/06/2023;Junho;T2;2023;Xbox Game Pass Ultimate;Trimestral;Sim;149,9;5;142,41;Colômbia;América do Sul;Feminino;25-34
372;18/11/2023;Novembro;T4;2023;Xbox Game Pass Core;Mensal;Sim;29,9;0;29,9;México;América do Norte;Feminino;45-54
373;03/11/2024;Novembro;T4;2024;Xbox Game Pass Core;Mensal;Não;29,9;5;28,4;Chile;América do Sul;Masculino;25-34
374;28/08/2024;Agosto;T3;2024;Xbox Game Pass Core;Mensal;Sim;29,9;10;26,91;Colômbia;América do Sul;Masculino;45-54
375;13/11/2023;Novembro;T4;2023;Xbox Game Pass PC;Mensal;Não;39,9;0;39,9;Brasil;América do Sul;Masculino;25-34
376;11/03/2024;Março;T1;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;México;América do Norte;Masculino;35-44
377;09/08/2023;Agosto;T3;2023;Xbox Game Pass Core;Anual;Sim;269,9;0;269,9;Argentina;América do Sul;Feminino;18-24
378;14/11/2024;Novembro;T4;2024;Xbox Game Pass PC;Anual;Sim;359,9;0;359,9;Argentina;América do Sul;Feminino;55+
379;07/09/2024;Setembro;T3;2024;Xbox Game Pass Core;Mensal;Não;29,9;0;29,9;México;América do Norte;Masculino;18-24
380;19/09/2024;Setembro;T3;2024;Xbox Game Pass PC;Mensal;Sim;39,9;0;39,9;Argentina;América do Sul;Masculino;25-34
381;05/11/2024;Novembro;T4;2024;Xbox Game Pass PC;Anual;Sim;359,9;0;359,9;Brasil;América do Sul;Feminino;35-44
382;08/04/2023;Abril;T2;2023;Xbox Game Pass Ultimate;Mensal;Não;54,9;10;49,41;Argentina;América do Sul;Masculino;35-44
383;21/07/2023;Julho;T3;2023;Xbox Game Pass Core;Trimestral;Sim;79,9;0;79,9;México;América do Norte;Feminino;18-24
384;15/07/2023;Julho;T3;2023;Xbox Game Pass PC;Trimestral;Sim;109,9;0;109,9;Brasil;América do Sul;Feminino;18-24
385;04/11/2024;Novembro;T4;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;Brasil;América do Sul;Feminino;25-34
386;04/05/2023;Maio;T2;2023;Xbox Game Pass Ultimate;Mensal;Sim;54,9;20;43,92;Brasil;América do Sul;Masculino;18-24
387;06/05/2024;Maio;T2;2024;Xbox Game Pass Core;Mensal;Sim;29,9;5;28,4;Brasil;América do Sul;Masculino;35-44
388;22/10/2023;Outubro;T4;2023;Xbox Game Pass PC;Anual;Não;359,9;0;359,9;México;América do Norte;Masculino;25-34
389;10/08/2023;Agosto;T3;2023;Xbox Game Pass Core;Mensal;Não;29,9;20;23,92;Brasil;América do Sul;Masculino;35-44
